instances,approach_23
0,71.625
1000,71.609375
2000,71.5859375
3000,71.5625
4000,71.5859375
5000,71.5859375
6000,71.5859375
7000,71.5859375
8000,71.5859375
9000,71.5859375
10000,71.5859375
11000,71.5859375
12000,71.5625
13000,71.5625
14000,71.5625
15000,71.5625
16000,71.5625
17000,71.5625
18000,71.5625
19000,71.5625
20000,71.5625
21000,71.5625
22000,71.5625
23000,71.5625
24000,71.5625
25000,71.5625
26000,71.5859375
27000,71.5859375
28000,71.5859375
29000,71.5859375
30000,71.5859375
31000,71.5859375
32000,71.5625
33000,71.5625
34000,71.5625
35000,71.5625
36000,71.5625
37000,71.5625
38000,71.5625
39000,71.5625
40000,71.5625
41000,71.5625
42000,71.5625
43000,71.5625
44000,71.5625
45000,71.5625
46000,71.5625
47000,71.5625
48000,71.5625
49000,71.5625
50000,71.5625
