instances,approach_23
0,94.1171875
1000,94.0546875
2000,94.0546875
3000,94.0546875
4000,94.0546875
5000,94.0546875
6000,94.0546875
7000,71.5859375
8000,71.5859375
9000,71.5859375
10000,71.5859375
11000,71.5859375
12000,71.5859375
13000,71.5859375
14000,71.5859375
15000,71.5859375
16000,71.5625
17000,71.5625
18000,71.5625
19000,71.5625
20000,71.5625
21000,71.5625
22000,71.5625
23000,71.5625
24000,71.5625
25000,71.5625
26000,71.5625
27000,71.5625
28000,71.5625
29000,71.5625
30000,71.5625
31000,71.5625
32000,71.5625
33000,71.5625
34000,71.5625
35000,71.5625
36000,71.5625
37000,71.5625
38000,71.5625
39000,71.5625
40000,71.5625
41000,71.5625
42000,71.5625
43000,71.5625
44000,71.5625
45000,71.5625
46000,71.5625
47000,71.5625
48000,71.5625
49000,71.5625
50000,71.5625
