instances,approach_21
0,179.953125
1000,179.859375
2000,179.8359375
3000,179.8359375
4000,179.8359375
5000,179.8359375
6000,179.8359375
7000,179.8359375
8000,179.8359375
9000,179.8359375
10000,179.8359375
11000,179.8359375
12000,179.8359375
13000,179.8359375
14000,179.8359375
15000,179.8359375
16000,179.8125
17000,179.8125
18000,179.8125
19000,179.8125
20000,179.8125
21000,179.8125
22000,179.8125
23000,179.8125
24000,179.8125
25000,179.8125
26000,179.8125
27000,179.8125
28000,179.8125
29000,179.8125
30000,179.8125
31000,179.8125
32000,179.8125
33000,179.8125
34000,179.8125
35000,179.8125
36000,179.8125
37000,179.8125
38000,179.8125
39000,179.8125
40000,179.8125
41000,179.8125
42000,179.8125
43000,179.8125
44000,179.8125
45000,179.8125
46000,179.8125
47000,179.8125
48000,179.8125
49000,179.8125
50000,179.8125
