instances,approach_22
0,64.1875
1000,64.1875
2000,64.1875
3000,64.1875
4000,64.1875
5000,64.1875
6000,64.1875
7000,64.1875
8000,64.1875
9000,64.2421875
10000,64.2421875
11000,64.2421875
12000,64.2421875
13000,64.2421875
14000,64.2421875
15000,64.2421875
16000,64.2421875
17000,64.2421875
18000,64.296875
19000,64.296875
20000,64.296875
21000,64.296875
22000,82.296875
23000,82.296875
24000,64.296875
25000,64.296875
26000,82.296875
27000,82.296875
28000,64.296875
29000,64.296875
30000,64.296875
31000,64.296875
32000,64.296875
33000,64.296875
34000,64.296875
35000,82.296875
36000,82.296875
37000,64.296875
38000,64.296875
39000,82.4140625
40000,82.296875
41000,64.296875
42000,82.296875
43000,64.296875
44000,82.296875
45000,82.4140625
46000,82.296875
47000,100.296875
48000,82.4140625
49000,82.296875
50000,82.296875
